id,name,description,axis,level,source
lit_blue_sociology_0134,Planetary boundary thinking in ocean governance: Beyond States: Ocean Governance in the Anthropocene,"Literature-derived competence (cluster: Planetary boundary thinking in ocean governance) from Blue sociology & maritime society papers. Source paper: Beyond States: Ocean Governance in the Anthropocene (Vonintsoa Rafaly, 2024).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0135,Post-colonial perspectives in maritime sociology: Assembling modern water: The hydrosocial politics of water and develop,"Literature-derived competence (cluster: Post-colonial perspectives in maritime sociology) from Blue sociology & maritime society papers. Source paper: Assembling modern water: The hydrosocial politics of water and development in the Mahaweli Development Project, Sri Lank (K Paranage, ).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0136,Socio-technical transitions in shipping: Blue Urbanism,"Literature-derived competence (cluster: Socio-technical transitions in shipping) from Blue sociology & maritime society papers. Source paper: Blue Urbanism (Gabriel Yit Vui Yong
Noor Hasharina Hassan, 2024).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0137,Cross-cultural maritime heritage management: When hydrosociality encounters sediments: Transformed lives and liveli,"Literature-derived competence (cluster: Cross-cultural maritime heritage management) from Blue sociology & maritime society papers. Source paper: When hydrosociality encounters sediments: Transformed lives and livelihoods in the lower basin of the Ganges River (Flore Lafaye de Micheaux
Flore Lafaye de Micheaux
Jenia Mukh, 2018).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0138,Cultural dimensions of seafaring: Exploring new approaches in urban water governance: case studies in me,"Literature-derived competence (cluster: Cultural dimensions of seafaring) from Blue sociology & maritime society papers. Source paper: Exploring new approaches in urban water governance: case studies in mediterranean areas (Elena Ridolfi, 2014).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0139,Social-ecological resilience of coastal communities: Transdisciplinary Perspectives on Ocean Governance,"Literature-derived competence (cluster: Social-ecological resilience of coastal communities) from Blue sociology & maritime society papers. Source paper: Transdisciplinary Perspectives on Ocean Governance (Ratana Chuenpagdee, ).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0140,"Maritimisation processes and port-city relations: (Un)seen Seas: Technological Mediation, Oceanic Imaginaries, and Futur","Literature-derived competence (cluster: Maritimisation processes and port-city relations) from Blue sociology & maritime society papers. Source paper: (Un)seen Seas: Technological Mediation, Oceanic Imaginaries, and Future Depths (Stephanie Ratté, 2019).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0141,Socio-technical transitions in shipping: Oceanic Travels: Future Voyages for Moving Deep and Wide within the '',"Literature-derived competence (cluster: Socio-technical transitions in shipping) from Blue sociology & maritime society papers. Source paper: Oceanic Travels: Future Voyages for Moving Deep and Wide within the ''New Mobilities Paradigm'' (Kimberley Peters
Rachael Squire, 2019).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0142,Post-colonial perspectives in maritime sociology: Toward a Sociology of Water: Reconstructing the Missing “Big Picture”,"Literature-derived competence (cluster: Post-colonial perspectives in maritime sociology) from Blue sociology & maritime society papers. Source paper: Toward a Sociology of Water: Reconstructing the Missing “Big Picture” of Social Water Research (Peter Schulz
Alexis Emanuel Gros, 2024).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0143,Oceanic subjectivity and cultural identities: Patterns of injustices in water allocation mechanisms in the Brazilian,"Literature-derived competence (cluster: Oceanic subjectivity and cultural identities) from Blue sociology & maritime society papers. Source paper: Patterns of injustices in water allocation mechanisms in the Brazilian Amazon: Palm oil expansion and the reshaping of h (Susane Cristini Gomes Ferreira
Diana Córdoba
Daniel Sombra, 2023).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0144,Cross-cultural maritime heritage management: Book Review: Blue Urbanism: Exploring Connections between Cities and O,"Literature-derived competence (cluster: Cross-cultural maritime heritage management) from Blue sociology & maritime society papers. Source paper: Book Review: Blue Urbanism: Exploring Connections between Cities and Oceans (David Beach, 2016).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0145,Maritimisation processes and port-city relations: Introduction: Maritime Im/Mobilities,"Literature-derived competence (cluster: Maritimisation processes and port-city relations) from Blue sociology & maritime society papers. Source paper: Introduction: Maritime Im/Mobilities (Hilary Dugan, 2023).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0146,Socio-technical transitions in shipping: Some Key Ideas for Advancing the Vision of Blue Urbanism,"Literature-derived competence (cluster: Socio-technical transitions in shipping) from Blue sociology & maritime society papers. Source paper: Some Key Ideas for Advancing the Vision of Blue Urbanism (Timothy Beatley, 2022).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0148,Cultural dimensions of seafaring: L´anthropologie maritime: un domaine en évolution: hors cadre traditio,"Literature-derived competence (cluster: Cultural dimensions of seafaring) from Blue sociology & maritime society papers. Source paper: L´anthropologie maritime: un domaine en évolution: hors cadre traditionnel de l´anthropologie sociale (Aliette Geistdoerfer, 2007).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0149,Coastal tourism and blue economy value chains: Bluespace: a typological matrix for port cities,"Literature-derived competence (cluster: Coastal tourism and blue economy value chains) from Blue sociology & maritime society papers. Source paper: Bluespace: a typological matrix for port cities (Diane Brand, 2007).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0150,Oceanic subjectivity and cultural identities: What governance? The role of public and private stakeholders in water,"Literature-derived competence (cluster: Oceanic subjectivity and cultural identities) from Blue sociology & maritime society papers. Source paper: What governance? The role of public and private stakeholders in water supply management in Mediterranean coastal tourist (David Pavón
Ariadna Gabarda-Mallorquí
Anna Ribas, 2018).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0151,Socio-technical transitions in shipping: Water and power in the Peruvian Andes,"Literature-derived competence (cluster: Socio-technical transitions in shipping) from Blue sociology & maritime society papers. Source paper: Water and power in the Peruvian Andes (Barbara Deutsch Lynch, 2018).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0152,Sustainability transitions in coastal societies: The Vital Machine: Water Scarcity and Hydrosocial Assemblage in Punjab,"Literature-derived competence (cluster: Sustainability transitions in coastal societies) from Blue sociology & maritime society papers. Source paper: The Vital Machine: Water Scarcity and Hydrosocial Assemblage in Punjab (A Aijaz, ).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0153,Cultural dimensions of seafaring: Submarine futures of the Anthropocene,"Literature-derived competence (cluster: Cultural dimensions of seafaring) from Blue sociology & maritime society papers. Source paper: Submarine futures of the Anthropocene (Elizabeth DeLoughrey, 2017).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0154,Coastal tourism and blue economy value chains: Anthropologie maritime ou anthropologie de la mer,"Literature-derived competence (cluster: Coastal tourism and blue economy value chains) from Blue sociology & maritime society papers. Source paper: Anthropologie maritime ou anthropologie de la mer (Hélène Artaud, 2018).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0155,Planetary boundary thinking in ocean governance: Relational Sociology: A New Paradigm for the Social Sciences,"Literature-derived competence (cluster: Planetary boundary thinking in ocean governance) from Blue sociology & maritime society papers. Source paper: Relational Sociology: A New Paradigm for the Social Sciences (Pierpaolo Donati, 2010).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0156,"Socio-technical transitions in shipping: Part V Regional Perspectives on Global Ocean Governance, 11 The Africa","Literature-derived competence (cluster: Socio-technical transitions in shipping) from Blue sociology & maritime society papers. Source paper: Part V Regional Perspectives on Global Ocean Governance, 11 The African Perspective on Global Ocean Governance (Vrancken Patrick, 2018).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0157,"Oceanic subjectivity and cultural identities: Social Construction of the Ocean, Sea Power, and Maritime Transformati","Literature-derived competence (cluster: Oceanic subjectivity and cultural identities) from Blue sociology & maritime society papers. Source paper: Social Construction of the Ocean, Sea Power, and Maritime Transformation (Kuang‐hao Hou, 2023).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
